name,transcription
3/20260223 174522.wav,यो कोठाबाट हिमालको दृश्य राम्रो देखिन्छ
3/20260223 174529.wav,हजुरको टेबल रिजर्भ गरिएको छ
3/20260223 174535.wav,शाकाहारी भेजिटेरियन खाना पनि उपलब्ध छ
3/20260223 174540.wav,पार्टी हलको भाडा कति लाग्छ
3/20260223 174546.wav,कृपया साँचौ कि कार्ड सुरक्षित राख्नुहोला
3/20260223 174552.wav,हामी एयरपोर्ट जप सेवा दिन्छौँ
3/20260223 174557.wav,लन्ड्री सेवाको लागि ब्यागमा कपडा राख्नुहोस्
3/20260223 174604.wav,हजुरलाई बसाई कस्तो लाग्यो
3/20260223 174614.wav,अतिरिक्त ओछ्यान एक्स्ट्रा बेडको शुल्क लाग्छ
3/20260223 174620.wav,कृपया प्रतिक्रिया पुस्तिका फिडब्याक बुकमा लेखिदिनुहोला
3/20260223 174628.wav,एसीको रिमोट यहाँ छ
3/20260223 174632.wav,आजको स्पेसल थकाली खाना हो
3/20260223 174637.wav,वाइनको अर्डर गर्न चाहनुहुन्छ
3/20260223 174642.wav,बालबालिकाको लागि खेल्ने ठाउँ प्ले एरिया छ
3/20260223 174648.wav,जन्मदिनको के के हामी अर्डर गर्न सक्छौँ ह अर्डर
3/20260223 174715.wav,यो कोथाा सान्डप्रुफ हो
3/20260223 174720.wav,बिहानको वेकअप कल चाहिन्छ
3/20260223 174724.wav,मिनरल वाटरको पैसा छुट्टै लाग्छ
3/20260223 174730.wav,हामी अर्गानिक तरकारी प्रयोग गर्छौँ
3/20260223 174754.wav,जिम हल बिहान पाँच बजे खुल्छ
3/20260223 174803.wav,हजुरको बिल तयार भयो
3/20260223 174807.wav,कार्डबाट तिर्दा सजिलो हुन्छ
3/20260223 174813.wav,टिप् दिन अनिवार्य छैन
3/20260223 174817.wav,फेरि पाल्नुहोला है
3/20260223 174822.wav,पाहुनाको सत्कार हाम्रो धर्म हो
3/20260223 174828.wav,कुनै कुराको कमी भए भन्नुहोला
3/20260223 174833.wav,धन्यवाद शुभ रात्रि
3/20260223 174837.wav,नमस्ते हजुरको बसाइ सुखद रहोस्
3/20260223 174844.wav,हजुरलाई देख्दा खुसी लाग्यो
3/20260223 174857.wav,नमस्कार दराज पठाउ डेलिभरीबाट बोलेको
3/20260223 174903.wav,हजुरको अर्डर लिएर आएको छु
3/20260223 174907.wav,तपाईँको लोकेसन व्वााट्सएपमा पठाउनुहोस् न
3/20260223 174923.wav,सामानको पैसा डेलिभरी भएपछि क्याश अन डेलिभरी दिँदा हुन्छ
3/20260223 174929.wav,यो सामानको साइज मिलेन भने सात््न मिल्छ
3/20260223 174934.wav,सेलको बेला किन्दा सस्तो पर्छ
3/20260223 174939.wav,तपाईँको पार्सल बाटोमै छ
3/20260223 174943.wav,सामान ड्यामेज निस्कियो भने फिर्ता लिन्छौ
3/20260223 174949.wav,कृपया सामान खोलेर चेक गर्नुहोला
3/20260223 174955.wav,एज अ फ्री डेलिभरीको अफर छ
3/20260223 175000.wav,कुपन कोड प्रयोग गर्नुभयो
3/20260223 175005.wav,तपाईँको अर्डर कन्फर्म गर्न फोन गरेको
3/20260223 175015.wav,सामान स्टक आउट आउट अफ स्टक भएछ
3/20260223 175019.wav,रिफन्ड तपाईँको बैङ्क खातामा आउँछ
3/20260223 175025.wav,यो प्रडक्टको रिभ्यू राम्रो छ
3/20260223 175030.wav,कुन रङ कलरको जुत्ता अर्डर गर्नुभएको
3/20260223 175039.wav,तपाईँ घरमा हुनुहुन्छ कि अफिसमा
3/20260223 175043.wav,अर्डर ट्र्याक गर्न एप हेर्नुहोस्
3/20260223 175056.wav,पाँच हजारको सपिङ गर्दा उपहार पाइन्छ
3/20260223 175103.wav,एड टु कार्ड गरेर राख्नुहोस्
3/20260223 175108.wav,तपाईँको मोबाइल नम्बर स्विच अफ थियो
3/20260223 175113.wav,भोलि डेलिभरी गर्दा हुन्छ
3/20260223 175117.wav,यो आधिकारिक विक्रेता अफिसियल सेलर हो
3/20260223 175129.wav,सामान मन परेन भने सात दिनभित्र फिर्ता गर्नुहोस्
3/20260223 175137.wav,तपाईँको अर्डर नम्बर कति हो
3/20260223 175142.wav,विसलिस्टमा सेभ गर्नुहोला
3/20260223 175146.wav,भुक्तानी असफल पेमेन्ट फेल्ड भयो
3/20260223 175151.wav,वालेटबाट तिर्दा क्यासब्याक आउँछ
3/20260223 175157.wav,यो अफर इलेभेन इलेभेनमा मात्र हो
3/20260223 175204.wav,तपाईँको खाता भेरिफाई गर्नुहोस्
3/20260223 175210.wav,डेलिभरी चार्ज एक सय रुपियाँ लाग्छ
3/20260223 175219.wav,सामानको वारेन्टी कार्ड बक्साभित्र छ
3/20260223 175237.wav,कृपया पाँच स्टार रेटिङ दिनुहोला
3/20260223 175242.wav,फ्ल्यास सेल सुरु हुन लाग्यो
3/20260223 175247.wav,ग्रोसरी सामान आजै आउँछ
3/20260223 175251.wav,तपाईँको पुरानो फोन साटेर नयाँ लिनुहोस्
3/20260223 175304.wav,यो ल्यापटपको स्पेसिफिकेसन दिनुहोस्
3/20260223 175310.wav,गिफ्ट ऱयाप गरिदियो
3/20260223 175329.wav,तपाईँको ठेगाना प्रष्ट भएन
3/20260223 175334.wav,गेटमा आएर सामान लिनुहोस् न
3/20260223 175340.wav,खुद्रा पैसा चेन्ज छ कि छैन
3/20260223 175344.wav,स्क्यामबाट बच्न आधिकारिक एप चलाउनुहोस्
3/20260223 175350.wav,हेल्पलाइनमा सम्पर्क गर्नुहोस्
3/20260223 175354.wav,अर्डर क्यान्सल किन गर्नुभयो
3/20260223 175359.wav,तपाईँको सपिङ अनुभव कस्तो रह्यो
3/20260223 175404.wav,हामी नेपालभर डेलिभरी गर्छौँ ए
3/20260223 175415.wav,धन्यवाद फेरि अर्डर गर्नुहोला
3/20260223 175427.wav,नमस्ते हजुरको दिन शुभ रहोस्
3/20260223 175433.wav,सुरक्षित अनलाइन सपिङ गर्नुहोस्
3/20260223 175438.wav,हजुरको विश्वास हाम्रो दायित्व
4/20260227 122031.wav,हजुरको खातामा मोबाइल नम्बर लिङ्क गरिएको छैन
4/20260227 122127.wav,चेकबुक हराएको निवेदन दिन तीन नम्बर काउन्टरमा जानुहोस्
4/20260227 122142.wav,तपाईँको हस्ताक्षर पुरानो रेकर्डसँग मेल भएन
4/20260227 122148.wav,यो एटिएम मसिनबाट पाँच सयको नोट मात्र आउँछ
4/20260227 122156.wav,हजुरको खाता फ्रिज भएको छ फुकुवा गर्नुपर्छ
4/20260227 122202.wav,बैङ्कको मोबाइल एप अपडेट गर्नुभयो
4/20260227 122208.wav,केवाइसी फारम भर्नु अनिवार्य छ
4/20260227 122214.wav,आज काउन्टर दुई बजेसम्म मात्र खुल्ला हुन्छ
4/20260227 122219.wav,तपाईँको मुथती खाता फिक्स्ड डिपोजिटको म्याच सकियो
4/20260227 122226.wav,कृपया टोकन नम्बर लिएर पालो पर्खनुहोस्
4/20260227 122233.wav,ब्याङ्क ग्यारेन्टीको कमिसन कति लाग्छ
4/20260227 122239.wav,तपाईँको खातामा दस लाखभन्दा बढी जम्मा हुँदैछ
4/20260227 122246.wav,चेकपााउन्स भएमा कालो सूचीमा पर्न सकिन्छ
4/20260227 122302.wav,नयाँ ब्याजदर इन्ट्रेस्ट रेट भोलिदेखि लागु हुन्छ
4/20260227 122308.wav,तपाईँको डेबिट कार्डको पिन बिर्सिनुभयो
4/20260227 122316.wav,अनलाइनबाटै डिम्याट रिन्यू गर्न मिल्छ
4/20260227 122322.wav,रेमिटेन्सको पैसा लिन परिचय पत्र लिएर आउनुहोस्
4/20260227 122328.wav,तपाईँको लोनको किस्ता तिर्ने समय नाघ्यो
4/20260227 122335.wav,ब्याङ्क स्टेटमेन्टमा छाप लगाउनुपर्र्छ
4/20260227 122340.wav,कृपया काउन्टरमा भिडभाड नगरी लाइनमा बस्नुहोस्
4/20260227 122345.wav,तपाईँको सिआरएन नम्बर दर्ता भएको छैन
4/20260227 122351.wav,सुन कर्जाको लागि भ्याल्युएटर आउँदै हुनुहुन्छ
4/20260227 122359.wav,डलर कार्ड लिन प्यान कार्ड चाहिन्छ
4/20260227 122403.wav,यो महिनाको ब्याज घर इन्ट्रेस्ट ट्याक्स काटिएको छ
4/20260227 122412.wav,तपाईँको खाता आजै एक्टिभेट हुन्छ
4/20260227 122426.wav,कृपया बैङ्कभित्र टोपी र चस्मा फुकाल्नुहोला
4/20260227 122440.wav,मोबाइल ब्याङ्किङको पासवर्ड कसैलाई पनि नदिनुहोला
4/20260227 122446.wav,चेकमा मिति डेट लेख्दा गल्ती भएछ
4/20260227 122451.wav,तपाईँको खाता माइनरदेखि मेजरमा सार्नुपर्छ
4/20260227 122457.wav,पचास हजारभन्दा माथिको चेक साट्न म्यानेजरको सही चाहिन्छ
4/20260227 122634.wav,कनेक्ट आइपिएसको भेरिफाई गर्न आउनुभएको
4/20260227 122640.wav,तपाईँको नागरिकताको प्रतिलिपि फोटोकपी प्रष्ट छैन
4/20260227 122647.wav,यो योजनामा नि शुल्क बिमा इन्सुरेन्स सुविधा छ
4/20260227 122654.wav,तपाईँको समस्या समाधान गर्न आइटी शाखामा सोध्नुपर्छ
4/20260227 122702.wav,विदेशबाट पैसा पठाउन स्विफ्ट कोट चाहिन्छ
4/20260227 123014.wav,एज अ सिस्टम अलि ढिलो चलिरहेको छ
4/20260227 123019.wav,तपाईँको चेक क्लियरिङ हाउसमा पुगेको छ
4/20260227 123025.wav,एटिएम कार्ड मसिनले निलेन भने खबर गर्नुहोला
4/20260227 141502.wav,तपाईँको इमेल ठेगाना इमेल एड्रेस अपडेट गरिदियो
4/20260227 141508.wav,संयुक्त खाता जोइन्ट अकाउन्ट खोल्न दुबैजान आउनुपर्छ
4/20260227 141515.wav,यो शाखा शनिबार पनि खुल्छ
4/20260227 141519.wav,तपाईँको पेन्सन पट्टा पेन्सन बुक नवीकरण भएको छैन
4/20260227 141525.wav,लकर सुविधा लिन धरौटी राख्नुपर्छ
4/20260227 141534.wav,कृपया भाउचरमा जम्मा गर्नेको नाम लेख्नुहोस्
4/20260227 141541.wav,तपाईँको खातामा पर्याप्त ब्यालेन्स छैन
4/20260227 141547.wav,शैक्षिक कर्जाको लागि कलेजको सिफारिस पत्र चाहिन्छ
4/20260227 141554.wav,तपाईँको हस्ताक्षर अङ्ग्रेजीमा छ कि नेपालीमा
4/20260227 141559.wav,मेरो सेयरको फर्म यहाँ पाइन्छ
4/20260227 141604.wav,कृपया वृद्ध वृद्ध र अशक्तलाई प्राथमिकता दिनुहोला
4/20260227 141646.wav,तपाईँको चेक अकाउन्ट पेयी मात्र हुन्छ
4/20260227 141700.wav,विदेशी मुद्रा फोरेक्स साट्न पासपोर्ट अनिवार्य छ
4/20260227 141706.wav,तपाईँको क्रेडिट कार्डको लिमिट बढाउन मिल्छ
4/20260227 141713.wav,अनलाइन ब्याङ्किङ एक्टिभेट गर्न इमेल चेक गर्नुहोला
4/20260227 141720.wav,तपाईँको फोटो स्क्यान गरेर अपलोड गर्दैछु
4/20260227 141727.wav,सामाजिक सुरक्षा भत्ताको पैसा आयो कि आएन
4/20260227 141746.wav,कृपया नोटमा केयेरमेट नगर्नुहोला
4/20260227 141753.wav,तपाईँको गुनासो सुनवाई अधिकृत गिभेन्स अफिसरले हेर्दै हुनुहुन्छ
4/20260227 141802.wav,आजको बनामय दर एक्सचेन्ज रेट कति छ
4/20260227 141808.wav,तपाईँको खाता धेरै समयदेखि चलेको रहेनछ
4/20260227 141815.wav,रिकरिङ खातामा महिना पि्ै पैसा राख्नुपर्छ
4/20260227 141822.wav,संस्थागत खाता कर्पोरेट अकाउन्ट खोल्न दर्ता प्रमाणपत्र चाहिन्छ
4/20260227 141829.wav,तपाईँको मोबाइलमा ओटिपी कोड आयो
4/20260227 141833.wav,चेकको पछाडि दुईवटा सम्पर्क नम्बर लेख्नुहोस्
4/20260227 141839.wav,तपाईँको भिसा कार्डको म्याच सकिन लाग्यो
4/20260227 141844.wav,कृपया शान्त भएर आफ्नो पालो पर्खनुहोस्
4/20260227 141850.wav,तपाईँको बायोमेट्रिक विवरण मिलेन
4/20260227 141855.wav,आज नगद काउन्टर बन्द भइसक्यो
4/20260227 141900.wav,तपाईँको कारोबार विवरण ट्रान्ज्याक्सन डिटेल्स यहाँ छ
4/20260227 141907.wav,अनलाइन खाता खोलेको भए एकपटक बैं्क आउनुपर्छ
4/20260227 141920.wav,तपाईँको चेक स्टप पेमेन्ट स्टप पेमेन्ट गरिएको छ
4/20260227 141926.wav,क्युआर स्ट्यान्ड लिन निवेदन दिनुहोस्
4/20260227 141932.wav,तपाईँको ऋणको फैल स्वीकृत अप्रुभ्ड भयो
4/20260227 141939.wav,ब्याज दर परिवर्तन बेस रेट चेन्ज भएको सूचना पाउनुभयो
4/20260227 141946.wav,कृपया आफ्नो ब्याग र सामानको ख्याल राख्नुहोला
4/20260227 141954.wav,तपाईँको समस्या हेड अफिसमा फरवर्ड गरेको छु
4/20260227 142000.wav,चेकबुक प्रिन्ट हुन तीन दिन लाग्छ
4/20260227 142005.wav,तपाईँको औँठा छाप थम्प्रिन्ट यहाँ लगाउनुहोस्
4/20260227 142011.wav,आज ब्याङ्क पिदा ब्याङ्क होलिडे हो र
4/20260227 142017.wav,तपाईँको सेयरको लाभांश डिभिडेन्ड खातामा आयो
4/20260227 142445.wav,कृपया मास्क लगाएर मात्र प्रवेश गर्नुहोला
4/20260227 142450.wav,तपाईँको कार्ड ब्लक गरिदियो
4/20260227 142455.wav,यो मेसिनबाट चेक जम्मा गर्न मिल्छ
4/20260227 142500.wav,तपाईँको पति पत्नीको नागरिकता पनि चाहिन्छ
4/20260227 142505.wav,कृषि कर्जा एग्रिकल्चर लोनमा सहुलियत छ
4/20260227 142512.wav,आज क्लोजिङ भएकोले कारोबार हुँदैन
4/20260227 142518.wav,तपाईँको इमेलमा पासवर्ड रिसेट लिङ्क पठाएको छु
4/20260227 142523.wav,कृपया कर्मचारीलाई दुर्व्यवहार नगर्नुहोला
4/20260227 142529.wav,तपाईँको खाता नम्बर चौध अङ्कको हुन्छ
4/20260227 142545.wav,रियल टाइममा पैसा ट्रान्सफर हुन्छ
4/20260227 142640.wav,तपाईँको नागरिकताको जारी मिति इस्युटेट कति हो
4/20260227 142646.wav,बैङ्कको सामाजिक उत्तरदायित्व सिएसआर अन्तर्गत यो कार्यक्रम हो
4/20260227 142714.wav,तपाईँको पुरानो च्याक साट्न मिल्दैन
4/20260227 142719.wav,भिडियो कलबाट खाता खोल्न मिल्छ
4/20260227 142724.wav,तपाईँको ब्यालेन्स सर्टिफिकेट तयार छ
4/20260227 142729.wav,आज अ क्लियरिङको चेक साटिँदैन
4/20260227 142734.wav,तपाईँको फोटो मिलेन अर्को ल्याउनुहोला
4/20260227 142739.wav,कृपया सुझाव पेटीका सजेसन बक्समा सुझाव खसाल्नुहोला
4/20260227 142747.wav,तपाईँको ट्रस्टको खाता खोल्न विधानान चाहिन्छ
4/20260227 142753.wav,धन्यवाद तपाईँको बैङ्किङ यात्रा शुभ रहोस्
4/20260227 142759.wav,नमस्ते हजुरको दिन राम्रो बितोस्
4/20260227 142806.wav,नमस्कार इन्टरनेट सपोर्टमा यहाँलाई स्वागत छ
4/20260227 142812.wav,हजुरको युजरनेम भन्नुहोस् त
4/20260227 142817.wav,राउटरको बत्ती कुन रङमा बलिरहेको छ
4/20260227 142822.wav,तपाईँको इन्टरनेट प्याकेज हिजो सकिएछ
4/20260227 142828.wav,कृपया राउटरलाई पाँच मिनट बन्द गरेर खोल्नुहोला
4/20260227 142834.wav,अहिले तपाईँको एरियामा फाइबर मर्मत फाइबर मेन्टेनेन्स हुँदैछ
4/20260227 142841.wav,इन्टरनेटको तार केबल कतै चुडिएको छ कि हेर्नुहोस् त
4/20260227 142847.wav,तपाईँको समस्या समाधान गर्न टिम पठाउँदैछौँ
4/20260227 142854.wav,फाइभ जी राउटर लाग्दा स्पिड राम्रो हुन्छ
4/20260227 142900.wav,तपाईँको वाइफाईको पासवर्ड परिवर्तन गरिदियो
4/20260227 142905.wav,एफइपी लागेर नेट स्लो भएको हो
4/20260227 142920.wav,अनलाइन पेमेन्ट गर्दा क्यासब्याक पाउनुहुन्छ
4/20260227 142926.wav,तपाईँको गुनासो टिकट नम्बर नोट गर्नुहोला
4/20260227 142934.wav,टिभीको सेटअप बक्समा सिग्नल आएन
4/20260227 142940.wav,राउटरमा एलओएसको बत्ती रातो बलेको छ
4/20260227 142945.wav,हाम्रो मोबाइल एपबाट पनि कम्प्लेन गर्न मिल्छ
4/20260227 142951.wav,तपाईँको घरको गुगल म्याप लोकेसन पठाउनुहोस्
4/20260227 142958.wav,चौबिस घण्टाभित्र तपाईँको इन्टरनेट चल्नेछ
4/20260227 143004.wav,नयाँ जडान न्यू कनेक्सनको लागि नागरिकताको फोटो चाहिन्छ
4/20260227 143010.wav,तपाईँको राउटर रिसेट भएछ कन्फिगर गर्नुपर्छ
4/20260227 143015.wav,वाइफाई रेन्ज बढाउन अर्को राउटर जोड्नुपर्छ
4/20260227 143021.wav,तपाईँको फोन नम्बर हाम्रो सिस्टममा भेटिएन
4/20260227 143026.wav,नेट टिभीको रिमोटले काम गरेन
4/20260227 143031.wav,कृपया राउटरको पछाडि रहेको म्याक एड्रेस भन्नुहोस्
4/20260227 143039.wav,तपाईँको एरियामा अहिले पावरकट छ
4/20260227 143044.wav,इन्टरनेट स्पिड टेस्ट गरेर स्क्रिनसट पठाउनुहोस्
4/20260227 143050.wav,तपाईँको अकाउन्ट डिसएबल भएको छ
4/20260227 143055.wav,तीन महिनाको पैसा तिर्दा जडान खर्च इन्स्टलेसन चार्ज लाग्दैन
4/20260227 143102.wav,तपाईँको वाइफाई कतिजनाले चलाउँदै हुनुहुन्छ
4/20260227 143108.wav,डुवल ब्यान्ड राउटरमा पाँच गिगाहर्ज कनेक्ट गर्नुहोस्
4/20260227 143115.wav,तपाईँको समस्यालाई हाई प्रायोरिटीमा राखेको छु
4/20260227 143120.wav,राउटर तातेको छ भने एकछिन बन्द गर्नुहोला
4/20260227 143125.wav,तपाईँको पुरानो राउटर साटेर नयाँ लिन मिल्छ
4/20260227 143131.wav,भिडियो कल गर्दा मात्रै नेट अड्किन्छ
4/20260227 143136.wav,तपाईँको घरको पोल ढलेकोले तार छिन्यो
4/20260227 143142.wav,गेमिङको लागि पिङ् कम चाहिन्छ
4/20260227 143147.wav,तपाईँको प्याकेज तिस एमबिपिएसको हो
4/20260227 143154.wav,रिचार्ज कार्डको पिन नम्बर प्रष्ट भएन
4/20260227 143159.wav,कर्पोरेट लाइन लिन छुट्टै विभागमा कुरा गर्नुहोस्
4/20260227 143204.wav,तपाईँको डिभाइसको सरिेङ मिलेको छैन
4/20260227 143208.wav,अप्टिकल फाइबरको तार एकदम संवेदनशील हुन्छ
4/20260227 143215.wav,तपाईँको भुक्तानी पेमेन्ट भेरिफाई भयो
4/20260227 143222.wav,रडरको एन्टिना सिधा पार्नुहोला
4/20260227 143227.wav,तपाईँको म्याद सात दिन बाँकी छ रिन्यू गर्नुहोस्
4/20260227 143233.wav,अनलाइन क्लासको लागि यो प्याकेज ठिक छ
4/20260227 143239.wav,तपाईँको गुनासो फिल्ड टेक्निसियनलाई दिएको छु
4/20260227 143244.wav,कृपया फोनमा अशब्द नबोल्नुहोला
4/20260227 143249.wav,तपाईँको सेकेन्डरी राउटरमा समस्या छ
4/20260227 143253.wav,इन्टरनेट चलेन भने सपोर्टमा कल गर्नुहोला
4/20260227 143259.wav,अहिले सर्भर डाउन भएकोले समस्या आएको हो
4/20260227 143304.wav,तपाईँको वाइफाईको नाम एसएसआइडी लुकाउन मिल्छ
4/20260227 143316.wav,ल्यापटपमा ल्यान्ड केबल जोडेर चलाउनुहोस् त
4/20260227 143327.wav,तपाईँको घर सर्ने भए इन्टरनेट सार्न सिफ्ट मिल्छ
4/20260227 143334.wav,रेफर गर्नुभयो भने एक महिना फ्री पाउनुहुन्छ
4/20260227 143340.wav,तपाईँको इन्टरनेट सेसन क्लियर गरिदिन्छु
4/20260227 143346.wav,फेसबुक मात्र नचलेको हो कि युट्युब पनि
4/20260227 143352.wav,तपाईँको राउटर ह्याङ्ग भए जस्तो छ
4/20260227 143357.wav,ड्रप वयर परिवर्तन गर्नुपर्ने देखियो
4/20260227 143404.wav,तपाईँको एरियामा स्मार्ट जडान स्मार्ट इन्स्टलेसन उपलब्ध छ
4/20260227 143411.wav,पब्लिक आइपी चाहियो भने चार्ज लाग्छ
4/20260227 143419.wav,तपाईँको समस्या समाधान भयोकि भएन
4/20260227 143424.wav,एपबाट पेमेन्ट गर्दा एरर देखायो
4/20260227 143431.wav,तपाईँको वाइफाई अरूले चोरी गरेर चलाएको हुन सक्छ
4/20260227 143437.wav,म्याक फिल्टर गरेर सुरक्षित बनाउनुस्
4/20260227 143452.wav,तपाईँको प्याकेज अपग्रेड भयो
Recording-_100_.wav,हामीलाई बोलाउँछन् हिमचुली राम्रा उकालीमा उचालिन्छन् हल्का पाइला हाम्रा उकालीको चिसो पानी अजुलेले खाउँला देउरालीको बिसौनीमा सुसरीले गाउँला वनभित्र ढुङ्गामाथि गाउँलेन् गो कोठालिनी गाईलाई बोलाउलन् लाला उदी नानी उनी सोतेन् हामीलाई कहाँ जाने दाई भन्नु पर्ला हिमालको बुटी खोज्नलाई दोरिेटोमा कस्तुरीले तिरिन च्यापी हेर्लान् पातै पात चरा नाच्ने पातलले घेर्लान् टाकुरामा कुहिराको दौडा दौडी होला लेखदेखि इन्द्रिणीलाई बन बेसी छोला भेडा चर्लान् निगालाको टुप्पो हिलाएर चर्मी चर्लान् चमेरका झुपी झुलाएर मग मग बुकी फुलको बासनाले ढालला उत्तरमा झुक्ने धुपी उत्तरैमा ढाक्ला नागीयुमा
wavs/20260115 102045_seg000.wav,नमस्ते के छाल खबर
wavs/20260115 102439_seg000.wav,नमस्कार मेरो नाम सीता हो म तपाईँको लागि कसरी सहयोग गर्न सक्छु धन्यवाद हाम्रो कम्पनीलाई सम्पर्क गर्नुभएकोमा
wavs/20260115 102439_seg001.wav,म तपाईँलाई सही व्यक्तिसँग जोड्दैछु माफ गर्नुहोला तपाईँको कल टुटियो जस्तो लाग्यो फेरि सम्पर्क गर्नुभएकोमा धन्यवाद
wavs/20260115 103940_seg000.wav,कृपया तपाईँको नाम ठेगाना र सम्पर्क नम्बर दिनुहोस् तपाईँको खाता नम्बर चार नौ
wavs/20260115 103940_seg001.wav,शून्य दु एक छ हो के मैले ठिक भनेको यो सेवाको लागि महिनाको शुक एक हजार
wavs/20260115 103940_seg002.wav,के म तपाईँलाई अर्को पाँच मिनट पर्कान सक्छु
wavs/20260115 104039_seg000.wav,तलाई कुन विभागसँग कुरा गर्न मन लाग्छ
wavs/20260115 104039_seg001.wav,तपाईँले हामीलाई कुन माध्यमबाट चिन्नुभयो सोसयल मिडिया टेलिभिजन वा सिफारिस
wavs/20260115 104104_seg000.wav,म तपाईको समस्या बुझ्दैछु तपाईको इन्टरने चलिरहेको छै कृया मार बताउनुहोस्
wavs/20260115 104104_seg001.wav,के ठिक समयमा डेलिभरी भएन यस समस्याको समाधानका लागि के म तपाईँलाई केही चरणहरू बताउन सक्छु
wavs/20260115 104104_seg002.wav,सुरुमा कृपया आफ्नो राउटर बन्द गरी तीस सेकेन््डपछि पुनः स्टार्ट गर्नुहोस् हामी यसको लागि दोस्रो ब
wavs/20260115 104225_seg000.wav,के तपाईँलाई थाहा छ हामीले भर्खरै नयाँ मोबाइल एप ल्याएका छौँ जसबाटार सबै सेवा अनलाइनमा पाउनुहुन्छ
wavs/20260115 104225_seg001.wav,अर्को महिनादेखि हाम्रो सबै शाखाहरू शनिबार बन्द हुनेछन् कृपया यो जानकारी ध्यान दिनुहोस्
wavs/20260115 104355_seg000.wav,मलाई अहिले नै एउटा ग्राहकको कल आयो उनलाई बिजुलीको बिलमा समस्या थियो मैले उनको खाता खोलेर हेरेँ
wavs/20260115 104355_seg001.wav,पछि पत्ता लाग्यो कि उनको मिटर रिङ्गिङ गलत भएको थियो मैले उनीलाई नयाँ रिङ्गिङ लिने प्रक्रिया बताएँ
wavs/20260115 104355_seg002.wav,र अर्को घण्टामा समस्या समाधान हुने दिए
wavs/20260115 104446_seg000.wav,आफ्नो कामको बारेमा दुईदेखि तिन मिनटसम्म बताउनुहोस् हाम्रो टिमले कसरी ग्राहकको समस्याहरू समाधान गर्छ हामीलाई कुन कुन कुरा
wavs/20260115 104542_seg000.wav,नमस्ते तपाईँलाई कस्तो छ आजको मौसम निकै राम्रो छ होइन त मलाई एक कप चिया दिनुहोस् न
wavs/20260115 104542_seg001.wav,भोल हामी सँगै घुम्न जानेछौँ नेपालको संविधान सबै नागरिकलाई समान अधिकार प्रदान गरेको छ
wavs/20260115 104611_seg000.wav,आर्थिक विकासका लागि कृषि र पर्यटन क्षेत्रको महत्वपूर्ण भूमिका हुन्छ जलविद्युत आयोजनाको निर्माण कार्य
wavs/20260115 104611_seg001.wav,तीव्र गतिमा अगाडि बढिरहेको छ वातावरण संरक्षणका लागि हामीले रूख रोप्नु आवश्यक छ
wavs/20260115 104649_seg000.wav,के तपाईँलाई मेरो मोबाइल देख्नुभयो आहा यो दृश्य त कति सुन्दर छ मलाई माफ गरिदिनुहोस् मैले झुक्किएर यसो गरे
wavs/20260115 104649_seg001.wav,कति बज्यो मलाई ठिलो भइसक्यो
wavs/20260115 104729_seg000.wav,नमस्ते म तपाईँलाई कसरी सहयोग गर्न सक्छु नमस्ते ग्राहक सेवा केन्द्रमा तपाईँलाई स्वागत छ
wavs/20260115 104729_seg001.wav,के म तपाईँको नाम जान्न सक्छु नमस्ते हजुरको कल हाम्रो लागि महत्त्वपूर्ण छ कृपया केही समय प्रतीक्षा गर्नुहोला
wavs/20260115 104729_seg002.wav,तपाईँको समस्या दर्ता भइसकेको छ म यसमा तुरुन्तै काम सुरु गर्नेछु सुरक्षाका लागि के म तपाईँको पुरा नाम र मोबाइल नम्बर जान्न सक्छु
wavs/20260115 104729_seg003.wav,हजुरको इमेल ठेगाना के हो एकपटक भनिदिनुहोस् न तपाईँको जन्म मिति रुजु गर्नु आवश्यक छ
wavs/20260115 104729_seg004.wav,कृपया सहयोग गरिदिनुहोला
wavs/20260115 104829_seg000.wav,निश्चित हुनुहोस् तपाईँको व्यक्तिगत जानकारी पूर्ण रूपमा सुरक्षित हुनेछ मैले तपाईँको खाता विवरणहरू फेला पारे अब म अगाडि
wavs/20260115 104847_seg000.wav,के तपाईँले आफ्नो मोबाइल एकपटक रिस्टार्ट गरेर हेर्नुभयो कृपया आफ्नो इन्टरनेट कनेक्सन चाँच गर्नुहोला कहिलेकाहीँ सिग्नल कम हुँदा यस्तो
wavs/20260115 104847_seg001.wav,तपाईँको स्क्रिनको दायाँपट्टि रहेको सेटिङ्स बटनमा क्लिक गर्नुहोला तपाईँले एप अपडेट गर्नुभ छ कि छैन कृपया
wavs/20260115 104847_seg002.wav,प्ले स्टोरमा गएर नयाँ संर सङकरण डाउनलोड गर्नुहोस्
wavs/20260115 104921_seg000.wav,तपाईँको सिम कार्ड अर्को फोनमा हालेर एकपटक चेक गर्नुहोला तपाईँको पासवर्ड रिसेट गर्नका लागि मैले एउटा लिङ्क पठाएको छु
wavs/20260115 104921_seg001.wav,तपाईँको पछिल्लो भुक्तानी सफल भएको देखिएन कृपया बैङ्कको वि विवरण चेक गर्नुहोस्
wavs/20260115 104945_seg000.wav,यस महिनाको बिलमा केही थप शुल्क लागेको देखिन्छ म यसको विवरण बुझाउँछु हजुरको रिफन्ड रकम आउन चारदेखि
